employee_id,first_name,last_name,email,phone_number,department,job_title,hire_date,days_service,base_salary,bonus_percentage,status,birth_date,address,city,state,zip_code,country,gender,education,performance_score,last_review_date,employee_level,vacation_days,sick_days,work_location,shift,emergency_contact,ssn,bank_account
EMP000000000270,Zachary,Webb,zachary.webb@company.com,503.607.4521x601,Design,Graphic Designer,2023-07-21,650,71039.91,5.78,Active,1975-05-31,11343 Rivera Ridges,Dallas,TX,29526,USA,Other,High School,67.12,2023-09-28,Mid,13,5,Office,Day,(436)652-5319x087,105-98-6988,TUYP99402788515967
EMP000000000271,Brian,Hernandez,brian.hernandez@company.com,504.535.0752,Engineering,Industrial Engineer,2023-04-17,745,59371.11,8.62,Active,1989-06-26,5584 Thomas Isle,Springfield,MA,12882,USA,M,Professional,61.65,2023-11-18,Senior,22,9,Office,Flexible,(614)744-3442,074-82-1585,PISX03701645413556
EMP000000000272,Melinda,Cooper,melinda.cooper@company.com,220-637-0866,IT,Network Engineer,2021-02-27,1524,104184.77,5.26,Leave,1987-05-23,093 Anthony Summit,San Francisco,CA,06646,USA,F,Master,90.86,2023-11-27,Senior,20,6,Remote,Night,360.728.3332,686-06-0027,BGST76312081129827
EMP000000000273,Ronald,Lyons,ronald.lyons@company.com,304-713-0646x48625,IT,IT Support Specialist,2021-03-26,1497,49197.34,5.48,Active,1999-06-07,1141 Mcdonald Islands Suite 705,Springfield,IL,50154,USA,Other,High School,75.64,2022-03-31,Senior,11,9,Hybrid,Day,(508)571-9490x4783,004-78-3069,EOLZ91063941056253
EMP000000000274,Michael,Stokes,michael.stokes@company.com,001-560-455-5388x4922,Development,Software Engineer,2023-12-24,494,97674.02,4.97,Inactive,1969-03-30,6064 Melanie Burgs,Rochester,NY,56955,USA,M,Professional,88.77,2024-04-01,Mid,17,6,Hybrid,Day,300.677.8172,727-92-0777,FBBT29384261069574
EMP000000000275,Michael,Hernandez,michael.hernandez@company.com,+1-440-848-0755,Training,Instructional Designer,2024-02-28,428,81297.17,6.94,Active,1961-09-21,306 Allen Cove Suite 610,Cleveland,OH,27394,USA,M,Professional,58.71,2024-04-25,Mid,11,8,Office,Day,989-370-3243x8051,270-71-9571,HDCH10076143049738
EMP000000000276,Logan,Hall,logan.hall@company.com,8479580596,Operations,Operations Analyst,2020-06-30,1766,71827.46,3.35,Active,1961-05-03,412 Henson Circles,Orlando,FL,96832,USA,M,Master,88.78,2022-02-18,Senior,18,7,Hybrid,Day,(519)969-2884x6954,219-19-6453,YWOU44017835925604
EMP000000000277,Cheryl,Rice,cheryl.rice@company.com,304.453.3403x581,Training,Training Manager,2022-03-05,1153,51746.31,4.2,Active,1985-05-16,7761 Eric Ranch,Rochester,NY,70737,USA,F,Professional,71.53,2022-10-11,Senior,12,3,Office,Flexible,(823)488-5556,147-04-0913,GVIV03116612934751
EMP000000000278,Stephanie,Murphy,stephanie.murphy@company.com,001-966-435-2363,Security,Safety Coordinator,2024-09-30,213,66939.35,4.39,Active,1969-08-24,61280 Laura Alley,Rochester,NY,87247,USA,F,Master,71.04,2025-04-10,Entry,15,4,Remote,Night,501-969-6017,436-06-9347,ZHAA06608389882621
EMP000000000279,Alicia,Allen,alicia.allen@company.com,2635061614,Quality,Quality Control Inspector,2024-10-03,210,59999.0,5.18,Active,1969-07-21,20282 Cunningham Shoal,Austin,TX,09430,USA,F,Master,81.6,2024-12-02,Entry,12,6,Office,Day,001-350-700-2214x574,848-81-5884,RLCO04076486568543
EMP000000000280,Jonathan,Cardenas,jonathan.cardenas@company.com,8112854914,R&D,Research Scientist,2023-12-02,516,134716.73,5.78,Active,1962-12-27,063 Long Tunnel,Philadelphia,PA,07817,USA,M,Master,72.84,2023-12-24,Mid,15,3,Hybrid,Day,(913)482-8214,289-88-4887,KBAH67901050022912
EMP000000000281,Karen,Sutton,karen.sutton@company.com,+1-252-795-2714x696,Quality,Quality Assurance Manager,2024-07-26,279,142430.49,2.29,Active,2000-03-25,973 Kevin Forges,Pittsburgh,PA,31853,USA,F,Professional,69.63,2025-01-06,Entry,20,3,Remote,Day,(200)273-7507x26549,256-78-0922,DXDW88343595867029
EMP000000000282,Michelle,Rogers,michelle.rogers@company.com,3573255564,Logistics,Inventory Control Specialist,2022-06-26,1040,63322.11,2.5,Active,1961-07-15,1685 Winters Squares,Sacramento,CA,44807,USA,F,Professional,48.31,2023-07-20,Senior,11,4,Remote,Day,001-871-649-3892x6832,047-76-9040,IMUV36059683303979
EMP000000000283,William,Carroll,william.carroll@company.com,+1-371-525-8733x20434,Customer Service,Call Center Supervisor,2020-09-03,1701,59245.77,7.4,Active,1987-10-15,02930 Veronica Ferry Suite 871,Springfield,IL,87732,USA,M,Professional,72.66,2021-11-23,Senior,12,4,Office,Night,697.730.3375x57981,849-70-0427,IKQF50938748645854
EMP000000000284,Kimberly,Schwartz,kimberly.schwartz@company.com,(565)203-7332x592,Quality,Process Improvement Specialist,2025-01-08,113,45383.02,1.01,Active,2003-11-01,04456 Paul Neck,Spokane,WA,73637,USA,F,Professional,70.41,2025-04-11,Entry,12,8,Remote,Day,7538248861,136-44-3111,COMG90105396905643
EMP000000000285,Debbie,Mccann,debbie.mccann@company.com,+1-605-645-0016x76257,Research,Market Researcher,2024-10-24,189,50973.05,2.02,Inactive,1978-03-12,338 Karen Gateway Suite 628,Springfield,MA,41214,USA,F,Professional,74.72,2025-01-20,Entry,14,5,Office,Day,+1-801-873-2603,345-68-8710,DWFK90006485523864
EMP000000000286,John,Walker,john.walker@company.com,+1-818-342-8177x26758,Customer Service,Call Center Supervisor,2023-11-25,523,68146.87,5.69,Active,1986-06-17,04808 Cooper Track,Tacoma,WA,53651,USA,M,Professional,64.29,2023-12-19,Mid,21,7,Office,Day,380-419-5149x421,023-97-6739,KEMG73633570283782
EMP000000000287,Tamara,Dalton,tamara.dalton@company.com,876.844.3399,Engineering,Industrial Engineer,2021-05-11,1451,133905.27,6.37,Active,1984-11-04,431 Townsend Estate Apt. 684,Albany,NY,93304,USA,F,PhD,83.9,2023-03-15,Senior,17,2,Office,Day,001-356-350-4442x718,608-31-8290,OUUO98974439140917
EMP000000000288,Mark,Davidson,mark.davidson@company.com,(965)457-2912x223,Customer Service,Client Relations Manager,2020-09-04,1700,58701.02,7.9,Active,1980-05-10,814 Debra Dale Apt. 587,Houston,TX,72377,USA,M,High School,87.68,2021-11-07,Senior,9,8,Office,Day,001-947-942-1540x4643,050-74-5052,VKEN43645060554880
EMP000000000289,Tabitha,Hill,tabitha.hill@company.com,794.409.1514x5815,Sales,Regional Sales Director,2022-05-25,1072,54135.77,7.14,Active,1986-05-17,7244 Harper Village Suite 665,Pittsburgh,PA,22845,USA,F,Professional,57.96,2022-08-11,Senior,15,0,Office,Night,2836446326,478-04-6487,LADM42263088696950
EMP000000000290,Danny,Johnson,danny.johnson@company.com,(905)495-1243x689,Logistics,Warehouse Supervisor,2023-07-06,665,68515.46,7.35,Active,1963-06-14,8413 Paul Plaza Apt. 530,Rochester,NY,10497,USA,M,PhD,79.78,2023-12-12,Mid,16,2,Hybrid,Day,001-293-285-9670x473,582-10-7108,KYYE28229914179009
EMP000000000291,Thomas,Wolfe,thomas.wolfe@company.com,+1-370-512-1648x08088,Logistics,Logistics Manager,2024-09-21,222,86552.91,3.77,Active,1987-09-30,697 Kimberly Row,Cincinnati,OH,01168,USA,Other,Master,74.02,2024-10-12,Entry,17,11,Office,Night,(356)391-6210,138-03-2688,YQDR29495068360480
EMP000000000292,Wendy,Johnson,wendy.johnson@company.com,001-448-481-5661x9367,Design,Graphic Designer,2025-01-23,98,73609.35,6.48,Active,1977-12-15,25718 Marshall Terrace,Cincinnati,OH,70599,USA,F,Master,69.79,2025-04-04,Entry,16,3,Remote,Day,+1-805-891-9248x660,196-66-9586,YKNQ19901128819479
EMP000000000293,Austin,Murray,austin.murray@company.com,(587)610-4452,Security,Cybersecurity Analyst,2021-09-10,1329,37999.6,4.17,Active,2004-05-24,636 Blake Curve,New York,NY,12373,USA,M,High School,75.1,2023-07-30,Senior,22,3,Hybrid,Night,(639)350-9325x0862,110-23-4272,HNFV24958355820843
EMP000000000294,Kimberly,Holloway,kimberly.holloway@company.com,245.686.0037,Logistics,Inventory Control Specialist,2021-05-11,1451,81516.72,5.94,Active,1980-04-22,376 Valencia Stream,Albany,NY,57915,USA,F,Master,83.25,2021-10-12,Senior,15,6,Remote,Flexible,502.863.2684x07004,555-67-0318,MWGJ00932705240744
EMP000000000295,Stephanie,Davis,stephanie.davis@company.com,+1-985-252-3684x9044,Procurement,Supply Chain Analyst,2020-11-30,1613,47705.37,7.65,Active,1982-10-30,062 Terri Lodge Apt. 295,Springfield,IL,19340,USA,F,Master,63.7,2022-12-02,Senior,15,8,Office,Day,001-887-987-7309x2604,648-94-3541,QAEQ13961632076902
EMP000000000296,Michael,Anderson,michael.anderson@company.com,782.792.1849,Development,Mobile App Developer,2025-02-20,70,44645.69,4.83,Active,2004-01-31,0605 Craig Throughway,Rochester,NY,00589,USA,Other,Professional,76.64,2025-03-07,Entry,8,4,Office,Night,624-787-1590,245-50-0060,PEEI07326342569310
EMP000000000297,Erin,Parker,erin.parker@company.com,001-760-912-7244x71022,Engineering,Mechanical Engineer,2021-04-29,1463,59138.85,4.49,Active,1965-10-07,4181 Amanda Oval Suite 173,Tampa,FL,23154,USA,Other,Professional,89.36,2022-12-26,Senior,15,4,Office,Day,312-498-6861x4806,303-08-9224,AKMM44186672360794
EMP000000000298,Candace,Mcdonald,candace.mcdonald@company.com,3096621413,Procurement,Supply Chain Analyst,2022-03-13,1145,55130.4,3.56,Leave,1985-04-30,6603 Daniel Drives,Spokane,WA,30030,USA,F,High School,71.16,2022-05-01,Senior,23,4,Office,Day,+1-252-623-7000x718,466-94-4296,DYTH86129552251663
EMP000000000299,Michael,Reyes,michael.reyes@company.com,+1-773-453-8160,IT,Systems Administrator,2023-11-02,546,47570.14,3.98,Active,1977-09-02,02267 Martinez Locks,Cleveland,OH,66810,USA,M,High School,74.46,2024-03-18,Mid,14,4,Office,Day,(261)341-4657x948,733-96-1073,IWEK10289078686906
EMP000000000300,Justin,Johnson,justin.johnson@company.com,(538)219-0669,Finance,Accountant,2023-12-04,514,82064.24,5.11,Active,1973-08-03,958 Wilson River Suite 745,Atlanta,GA,15164,USA,M,Master,72.79,2024-01-19,Mid,8,2,Hybrid,Day,+1-415-530-3886x43605,472-07-2406,IYKG81410291945833
EMP000000000301,Howard,Price,howard.price@company.com,+1-515-468-3551,IT,Systems Administrator,2021-08-25,1345,54522.27,5.46,Active,1998-07-05,0043 Lopez Hills Apt. 723,Savannah,GA,02502,USA,M,Master,87.54,2022-01-23,Senior,16,5,Office,Day,+1-401-528-9232x199,886-83-0381,UGIP21291730741902
EMP000000000302,Sandra,Mcgee,sandra.mcgee@company.com,624.964.6798x93814,Engineering,Civil Engineer,2023-08-28,612,52079.24,8.01,Active,1997-05-05,102 Vargas Fall Suite 850,Jacksonville,FL,60569,USA,Other,Professional,68.03,2023-12-14,Mid,16,1,Office,Day,001-262-656-9030x677,775-55-3508,YFHH97579016521464
EMP000000000303,Rick,Roman,rick.roman@company.com,593.224.1715x5063,Logistics,Transportation Coordinator,2023-03-16,777,60191.12,2.97,Active,1986-10-06,46981 Anderson Terrace Suite 525,Peoria,IL,46914,USA,M,Professional,87.84,2024-04-20,Senior,13,7,Hybrid,Day,+1-531-910-4327x07422,717-79-1910,DWJA34733495287576
EMP000000000304,Eric,Smith,eric.smith@company.com,+1-209-512-5722x558,Development,Mobile App Developer,2022-12-06,877,51047.3,7.5,Active,1998-03-26,12344 Marc Ports Suite 027,Sacramento,CA,87283,USA,M,High School,71.0,2023-09-13,Senior,16,2,Office,Day,(605)733-3323,048-92-1047,KIRF02799605075779
EMP000000000305,Ann,Salazar,ann.salazar@company.com,306.693.3477x22131,Support,Technical Support Specialist,2020-10-01,1673,37128.81,5.97,Leave,2003-03-10,01182 Johnson Ford,Augusta,GA,26638,USA,F,Professional,61.9,2021-09-26,Senior,12,10,Office,Day,922.386.7673x9005,556-13-1808,NIMQ05608718619111
EMP000000000306,Jenna,Wood,jenna.wood@company.com,451.502.6019x87130,Logistics,Logistics Manager,2023-07-10,661,98255.9,6.44,Active,1970-08-06,6550 Leslie Valleys,Spokane,WA,71844,USA,F,Master,60.21,2024-03-30,Mid,21,6,Office,Night,001-662-236-2154x79722,637-10-9142,KYXV53716200890810
EMP000000000307,Matthew,Lawrence,matthew.lawrence@company.com,(556)539-7683,Sales,Sales Coordinator,2023-11-09,539,38939.08,4.72,Active,1984-07-23,612 Carl Crossing Suite 943,Augusta,GA,09567,USA,M,Professional,67.5,2023-11-09,Mid,8,7,Hybrid,Day,+1-602-604-7664x88756,790-26-6487,LDKF06511743441680
EMP000000000308,Daisy,Green,daisy.green@company.com,2674410536,Marketing,Digital Marketing Specialist,2021-01-30,1552,45458.35,5.96,Active,1993-04-19,5239 Randolph Harbor Apt. 215,New York,NY,19705,USA,F,Professional,65.44,2022-10-15,Senior,8,4,Hybrid,Night,541.413.5288x08744,068-59-7432,TCDK88820169089579
EMP000000000309,Jamie,Hill,jamie.hill@company.com,001-231-597-8038x650,Engineering,Systems Engineer,2021-03-10,1513,36765.15,7.05,Active,1963-08-19,238 Kari Fords,Atlanta,GA,03002,USA,F,Professional,80.25,2024-04-25,Senior,14,1,Hybrid,Day,001-525-745-6510x758,537-63-0403,NUWZ39528404704847
EMP000000000310,Andrew,Wright,andrew.wright@company.com,577.246.3375x21700,Quality,Quality Control Inspector,2023-08-23,617,53122.62,7.95,Active,1966-06-18,9697 Harmon Passage,Chicago,IL,89777,USA,M,Professional,54.28,2023-10-16,Mid,17,6,Office,Night,001-963-631-6387x1058,158-45-9007,EBYW52219063138084
EMP000000000311,Chelsea,Banks,chelsea.banks@company.com,621.307.4040,Legal,Contract Specialist,2025-03-15,47,39938.39,4.08,Active,1960-11-17,60520 Cynthia Vista,Columbus,OH,73436,USA,Other,Master,80.55,2025-04-03,Entry,23,2,Office,Day,379.715.8263x8898,872-46-7952,CWFV06787047467521
EMP000000000312,Willie,Andrews,willie.andrews@company.com,+1-780-517-2153,Procurement,Procurement Manager,2020-09-29,1675,42642.27,3.38,Active,2003-07-04,508 Marshall Ferry,San Francisco,CA,60662,USA,M,Professional,77.22,2021-01-27,Senior,13,1,Remote,Flexible,5844152652,670-17-9401,UPHX24634137733969
EMP000000000313,Jimmy,Sims,jimmy.sims@company.com,001-551-497-6360x661,Support,Service Desk Analyst,2020-09-17,1687,73099.49,6.16,Active,2006-11-30,5735 Arroyo Estates Apt. 241,San Francisco,CA,47191,USA,M,Professional,73.55,2023-06-27,Senior,14,0,Hybrid,Flexible,914.521.6622x497,291-04-0349,VLAH30784272589061
EMP000000000314,Michelle,Cervantes,michelle.cervantes@company.com,+1-447-818-1796x412,Engineering,Systems Engineer,2023-10-18,561,76331.39,5.6,Active,1978-07-23,216 Murphy Prairie,San Francisco,CA,89704,USA,F,Professional,56.07,2024-01-16,Mid,16,5,Hybrid,Day,3773746501,870-07-2433,MYZS32872559578364
EMP000000000315,Tammy,Green,tammy.green@company.com,001-328-573-9847,Design,UX/UI Designer,2024-09-27,216,58571.67,5.69,Active,1988-12-07,1243 Keith Gateway Suite 380,Springfield,MA,62550,USA,F,Professional,65.83,2025-01-11,Entry,12,1,Office,Day,6286115931,081-44-7960,EVZU06589428921708
EMP000000000316,Charles,Shaw,charles.shaw@company.com,280-593-2071x3309,Research,Data Scientist,2024-11-27,155,56120.12,4.54,Active,1988-08-29,1134 Fuller Fords Apt. 092,Springfield,IL,54941,USA,Other,Professional,65.48,2024-12-26,Entry,18,2,Office,Day,+1-934-373-4678x008,136-47-4421,LANB52425594598075
EMP000000000317,Steven,Meadows,steven.meadows@company.com,+1-701-367-8857x13744,Marketing,Marketing Manager,2023-05-30,702,95553.29,3.84,Active,1975-06-07,2426 White Roads Apt. 159,Cleveland,OH,06288,USA,M,Professional,68.39,2023-09-29,Mid,19,5,Hybrid,Day,9853997754,393-61-3066,OLXN97711428453629
EMP000000000318,Paul,Sanchez,paul.sanchez@company.com,001-257-423-6809,Logistics,Transportation Coordinator,2023-08-02,638,61071.17,9.66,Active,2001-10-02,566 Ashley Canyon Apt. 134,Buffalo,NY,30055,USA,Other,Professional,83.88,2023-09-11,Mid,14,4,Office,Day,(488)270-9150,126-70-2341,IMKZ84595624003567
EMP000000000319,Lisa,Murphy,lisa.murphy@company.com,(519)921-3457x42468,IT,Software Developer,2020-10-29,1645,87722.56,5.45,Active,2003-06-22,1246 Smith Streets Suite 570,Atlanta,GA,50915,USA,F,Professional,87.85,2023-04-02,Senior,18,3,Office,Flexible,488-208-6992,385-51-2799,JXCM64066141818961
EMP000000000320,Gloria,Smith,gloria.smith@company.com,7275573183,Procurement,Supply Chain Analyst,2021-05-05,1457,34533.39,0.61,Active,1967-07-08,275 Christopher Stravenue Suite 378,Boston,MA,44871,USA,F,High School,76.4,2022-10-04,Senior,16,3,Office,Night,3078787239,451-72-4056,NVIX31924423347701
EMP000000000321,Sandra,Arroyo,sandra.arroyo@company.com,831-288-5666x8160,Engineering,Mechanical Engineer,2021-06-21,1410,48138.77,5.02,Active,2004-03-03,14700 Hawkins Valleys Apt. 440,Worcester,MA,50638,USA,F,Professional,71.62,2024-03-14,Senior,14,2,Remote,Day,001-368-860-1653x7391,110-20-1591,XOFH65839551653047
EMP000000000322,Michael,Sparks,michael.sparks@company.com,001-378-328-7617x3516,Customer Service,Customer Service Representative,2020-07-07,1759,88729.18,4.2,Active,1998-05-17,42970 Rivera Tunnel Suite 772,Pittsburgh,PA,81252,USA,Other,Master,73.76,2021-03-16,Senior,17,6,Office,Day,+1-344-453-9034x825,658-52-3061,OPJO52304395325375
EMP000000000323,Cathy,Santos,cathy.santos@company.com,(309)244-5245x10508,Legal,Compliance Officer,2022-11-27,886,41713.41,4.45,Active,1986-05-19,2483 Richard Circle,Cincinnati,OH,03149,USA,F,Professional,60.4,2023-09-18,Senior,12,4,Office,Day,851-773-4678,405-36-9596,WBDY53292364607297
EMP000000000324,Jessica,Hogan,jessica.hogan@company.com,786.849.4466,Research,Academic Researcher,2020-11-01,1642,55608.01,4.1,Active,1980-05-22,04392 Alfred Junctions Suite 172,Tacoma,WA,35354,USA,F,Professional,86.39,2023-05-11,Senior,17,8,Office,Day,248.718.9787,538-57-2883,AAZO67277903477735
EMP000000000325,Craig,Lambert,craig.lambert@company.com,(792)319-6509x0797,Sales,Sales Representative,2020-08-24,1711,52453.61,5.74,Active,1960-08-05,89429 Joseph Crescent Apt. 933,Seattle,WA,44559,USA,M,Professional,80.39,2021-09-07,Senior,15,3,Remote,Day,394.873.5816,753-12-6983,BLPF55986931012819
EMP000000000326,Shelia,Lynch,shelia.lynch@company.com,001-771-393-9781,R&D,R&D Technician,2020-09-01,1703,60423.49,2.11,Active,1992-10-19,119 Bell Dam Suite 253,Buffalo,NY,66339,USA,F,Master,81.8,2021-05-31,Senior,10,6,Remote,Day,279-583-7684x4317,044-84-9851,VKRC76519374705618
EMP000000000327,Maria,Jackson,maria.jackson@company.com,001-474-611-0111x6209,Training,Instructional Designer,2024-07-09,296,73183.5,3.82,Active,1969-04-03,7338 Curtis Trace,Philadelphia,PA,84944,USA,F,Master,76.83,2025-03-02,Entry,10,2,Office,Day,543-974-2518,526-43-4528,MOWN51111794174423
EMP000000000328,Jodi,Michael,jodi.michael@company.com,+1-618-812-2522,Procurement,Vendor Manager,2023-01-09,843,41068.77,4.8,Active,1980-03-16,6156 Sanchez Brook Apt. 610,Houston,TX,86451,USA,F,Professional,77.57,2023-03-29,Senior,15,1,Office,Day,(471)934-5307x72285,143-28-6548,SRUZ63139104783959
EMP000000000329,Jeffrey,Smith,jeffrey.smith@company.com,770.565.2263x8527,Engineering,Mechanical Engineer,2022-02-04,1182,44143.88,7.9,Inactive,1968-08-21,3797 Veronica Garden Suite 319,Jacksonville,FL,24032,USA,M,Professional,79.92,2022-12-12,Senior,16,8,Remote,Flexible,+1-408-626-8346,494-62-2421,PFKI72298132283355
EMP000000000330,James,Bowman,james.bowman@company.com,(689)232-2123x998,Procurement,Vendor Manager,2020-06-04,1792,92853.91,5.93,Active,2007-01-14,2083 Tara Summit Suite 639,Worcester,MA,12036,USA,M,Master,76.63,2022-11-08,Senior,9,3,Remote,Night,297-762-2767x6778,290-73-2065,XMUU88274021441667
EMP000000000331,Timothy,Waters,timothy.waters@company.com,815-972-3002,Security,Safety Coordinator,2023-11-10,538,72867.27,6.73,Active,1989-12-17,35161 Victoria Circle Suite 671,Orlando,FL,71775,USA,M,Professional,62.38,2024-04-27,Mid,13,8,Remote,Flexible,001-237-975-7728x0970,644-13-2021,FAMF69358070057929
EMP000000000332,Nathan,Ramirez,nathan.ramirez@company.com,(951)273-2952x6694,Finance,Accounts Payable Clerk,2020-05-08,1819,61848.57,6.49,Active,1982-11-22,555 Jerry Mountain,Buffalo,NY,60462,USA,M,Professional,75.12,2023-03-18,Senior,23,7,Office,Night,2262664449,419-18-8315,GSCJ50409861411170
EMP000000000333,Alvin,Gomez,alvin.gomez@company.com,733.291.6017x68649,Support,Service Desk Analyst,2021-10-23,1286,75984.87,3.86,Active,1962-02-01,02966 Aaron Isle,Seattle,WA,94320,USA,M,Professional,69.08,2023-01-02,Senior,5,4,Office,Night,549-201-3425x7242,282-69-9524,MKTD50948270528963
EMP000000000334,Charles,Yoder,charles.yoder@company.com,542-880-4126x9923,Sales,Account Manager,2023-01-07,845,55113.29,5.69,Active,1989-11-14,4332 Wyatt Station Apt. 217,Augusta,GA,02312,USA,M,Professional,100.0,2023-12-07,Senior,20,5,Hybrid,Day,(478)952-8033,192-09-7192,DTQW09636101196513
EMP000000000335,Debra,Patel,debra.patel@company.com,201-227-6739x6213,Legal,Corporate Lawyer,2024-09-04,239,49402.04,6.82,Active,1981-01-18,625 Ramirez Island,Savannah,GA,90725,USA,F,Professional,68.64,2025-01-29,Entry,14,6,Hybrid,Day,9075240266,278-34-7490,SFQW99692418175941
EMP000000000336,Mark,Carroll,mark.carroll@company.com,(251)464-5589,Engineering,Electrical Engineer,2024-11-04,178,45864.66,4.42,Active,1990-08-17,292 Lane Estate Suite 396,Atlanta,GA,88506,USA,M,Professional,81.7,2024-12-03,Entry,19,4,Hybrid,Day,941-444-1855,100-46-5109,DPTV01305276491823
EMP000000000337,Sheila,Rice,sheila.rice@company.com,+1-494-267-0314x580,HHRR,Recruitment Specialist,2023-08-02,638,58766.99,3.88,Active,1981-09-19,18771 Carson Street,Miami,FL,88999,USA,Other,Professional,85.7,2023-09-22,Mid,13,7,Office,Night,001-927-337-3216x254,370-86-9406,XZDI53358007331580
EMP000000000338,Travis,Bernard,travis.bernard@company.com,(223)603-6290,Logistics,Warehouse Supervisor,2021-03-19,1504,82358.17,6.63,Active,1996-03-12,789 Mann Ridges,Seattle,WA,84779,USA,M,Professional,62.95,2023-11-21,Senior,17,2,Office,Day,+1-258-271-5655,869-29-2830,LJFP61534869795794
EMP000000000339,Rhonda,Shaw,rhonda.shaw@company.com,+1-960-660-5075x3840,HHRR,HR Manager,2024-12-29,123,32620.68,1.63,Leave,1973-12-16,200 Jill Dam Apt. 015,Seattle,WA,15500,USA,F,Professional,69.56,2024-12-31,Entry,18,3,Hybrid,Day,+1-879-494-4691x3616,646-64-4425,IPDM17107322843767
EMP000000000340,Jennifer,White,jennifer.white@company.com,596-280-0036,Support,Service Desk Analyst,2021-02-20,1531,66304.4,2.9,Active,2005-01-28,4484 Justin Expressway Suite 479,Pittsburgh,PA,21859,USA,F,Professional,79.26,2021-04-23,Senior,16,7,Remote,Day,405-250-3402x730,194-81-1427,BCUR63907159928492
EMP000000000341,Maria,Saunders,maria.saunders@company.com,838-388-9501x097,Engineering,Mechanical Engineer,2023-02-10,811,89361.04,2.84,Active,2004-06-03,079 Graham Ridge,Buffalo,NY,54687,USA,F,Professional,82.62,2023-05-17,Senior,18,8,Remote,Flexible,683.736.8204,765-68-9401,PKOO04617931987920
EMP000000000342,Matthew,Ford,matthew.ford@company.com,686.774.2128,Quality,Quality Assurance Manager,2024-02-14,442,104028.63,3.4,Active,1982-01-27,594 Tucker Stream Apt. 897,Columbus,OH,63811,USA,M,Professional,90.98,2024-03-30,Mid,10,5,Hybrid,Night,001-218-424-6720,061-16-2879,BGOG45542034666186
EMP000000000343,Sharon,Brown,sharon.brown@company.com,825-556-6016x546,Development,DevOps Engineer,2021-12-23,1225,79126.72,7.66,Active,1979-06-15,42181 Michael Green Apt. 594,Pittsburgh,PA,77858,USA,F,Master,66.65,2024-03-22,Senior,15,3,Office,Night,+1-966-753-0276x51156,226-99-5872,KPCJ41091391626368
EMP000000000344,Paul,Morales,paul.morales@company.com,875-805-8612x92236,R&D,R&D Technician,2024-08-23,251,67997.06,1.2,Active,1982-06-25,5153 Veronica Grove Suite 495,Seattle,WA,79959,USA,M,Master,83.69,2024-11-21,Entry,6,7,Remote,Night,001-990-565-9055x89302,729-71-9525,MJIU84838528037388
EMP000000000345,Ann,Rivers,ann.rivers@company.com,237-200-7030x4594,HHRR,Training Coordinator,2023-01-20,832,32004.84,6.97,Active,2007-01-15,026 Morales Dale Apt. 932,Atlanta,GA,04934,USA,F,Professional,76.48,2023-12-08,Senior,18,7,Remote,Night,(846)883-9581x99992,381-89-5017,XAPO93533178064786
EMP000000000346,Gary,Carlson,gary.carlson@company.com,+1-244-673-6222,Finance,Accountant,2021-06-18,1413,87820.43,4.61,Leave,1978-12-13,78840 Tiffany Pines Suite 844,Rockford,IL,72127,USA,M,Professional,75.65,2022-07-11,Senior,18,8,Remote,Flexible,244-933-9311,098-45-8285,EVRE01503973044391
EMP000000000347,Jimmy,Mcdonald,jimmy.mcdonald@company.com,(863)673-3826x71114,Finance,Financial Analyst,2021-12-06,1242,93584.71,3.72,Active,1969-04-28,6833 Jennings Mall,Spokane,WA,08019,USA,M,Master,76.72,2023-04-20,Senior,13,9,Remote,Flexible,(451)956-3068x7279,245-32-8982,LHIO49828005787477
EMP000000000348,Timothy,Phillips,timothy.phillips@company.com,544.341.4340,Customer Service,Customer Success Manager,2023-08-14,626,91086.64,5.11,Active,1991-01-10,3722 Martin Flat,Jacksonville,FL,58044,USA,M,Master,73.14,2024-03-28,Mid,16,5,Office,Day,001-205-305-8447x069,587-05-1292,IEAR56490537324282
EMP000000000349,Jeffrey,Cole,jeffrey.cole@company.com,6904342794,Finance,Accountant,2020-06-19,1777,56449.32,7.09,Active,1971-04-01,2810 Pierce Cliffs,Seattle,WA,01110,USA,M,Professional,82.44,2022-07-25,Senior,18,3,Office,Flexible,3778141087,861-33-6830,ORJY96719747000827
EMP000000000350,Christopher,White,christopher.white@company.com,(486)715-9757x9591,Operations,Production Supervisor,2021-11-07,1271,34548.68,5.44,Active,1990-11-26,883 Smith Well Suite 635,Seattle,WA,62787,USA,M,High School,64.51,2022-08-13,Senior,15,7,Office,Day,+1-916-677-4090,187-42-0408,HSQZ45411838230090
EMP000000000351,Scott,Phillips,scott.phillips@company.com,765.310.5385x41508,Customer Service,Client Relations Manager,2021-12-22,1226,99641.94,5.65,Leave,1995-10-18,614 Schultz Mission Apt. 981,Spokane,WA,19237,USA,M,Master,95.71,2023-03-10,Senior,19,6,Office,Day,+1-322-755-4003,212-13-7119,JDKD35156783297109
EMP000000000352,Eric,Mack,eric.mack@company.com,359.673.7298,Sales,Regional Sales Director,2021-06-22,1409,48609.7,4.05,Active,1985-09-17,242 Paula Bypass Apt. 407,Cincinnati,OH,38128,USA,M,Master,65.54,2021-09-11,Senior,12,8,Office,Day,+1-984-256-8971,704-38-3104,YLUX75851614320242
